Nombre,Email,Web,Url
La Risa Blanqueamiento Estético Dental,,http://www.larisablanqueamientodental.com,https://www.facebook.com/La-Risa-Blanqueamiento-Estético-Dental-548257268554693/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Levi-Cuadrado/1174519812559312/
Por qué enviar a USA si lo hacemos aquí,ortoaedv@gmail.com,http://www.dentalinv.com,https://www.facebook.com/Dentalinv/
,,,https://www.facebook.com/pages/Dentista-Gim%C3%A9nez-Turrillas-Jos%C3%A9-Javier/1203781179634333/
,,,https://www.facebook.com/pages/Lasa-Etxebeste-Eider/1726822247561919/
,,,https://www.facebook.com/pages/Sanitas-Milenium-Dental-Donostia/416820915174220/
,,,https://www.facebook.com/pages/Clinica-de-Ortodoncia-Lopez-Collado-Rps-36196-A/488882637986975/
,,,https://www.facebook.com/pages/Centro-Odontol%C3%B3gico-Eguia/650001418472484/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Oihana-Zabaleta-Hortz-Klinika/367885170221831/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-dental-Virgen-del-Carmen/654634704971966/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Odontos/1101355896650127/
,,,https://www.facebook.com/pages/Aiete-Dental/1699296367014975/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Agustina-Echeveste/1768054046795519/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Anoeta/370664800094095/
,,,https://www.facebook.com/pages/Intxaurrondo-Sur/667541913383576/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-de-Ortodoncia-Natalia-Barturen/1398496220218005/
Clinica Teknibai,,http://www.angelemparanza.com,https://www.facebook.com/Clinica-Teknibai-109858599416762/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-David-Aguirre/169296053700151/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Vildosola-y-Goyena/224688004964536/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-David-Aguirre/169296053700151/
,,,https://www.facebook.com/pages/Dentista-Irigoyen-Leclercq/787848351346965/
,,,https://www.facebook.com/pages/Clinica-Dental-Isabel-II/1691397004466664/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Juan-Bautista-Mellado/1827982474150105/
,,,https://www.facebook.com/pages/Policlinica-Dental-Idiaquez-13/1843819685845353/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Delobel/163249394368176/
,,,https://www.facebook.com/pages/Dentista-Infantil-Pilar-Echeverria/849785645362887/
Laboratorio Dental Miguel Eizaguirre,laboratoriodental@migueleizaguirre.com,http://www.migueleizaguirre.com,https://www.facebook.com/Laboratorio-Dental-Miguel-Eizaguirre-110974469595033/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Uxue-Mate-Ota%C3%B1o/267044053932498/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-Miguel-Zubizarreta/439157483134308/
,,,https://www.facebook.com/pages/Cl%C3%ADnica-Dental-David-Aguirre/169296053700151/
,,,https://www.facebook.com/pages/Ibarrondo-Armendariz-F/1011077295626260/
